LN46_0.75_1_0.5mL_s_0.5mL_Ti_1mL_H2O_DF4_4h,Unnamed: 1
Wavelength (nm),Abs
800.0109253,0.002392930211
799.007019,0.001913688495
798.0026855,0.001877237693
796.9979248,0.002180455485
795.9926758,0.002452618675
794.9871826,0.001671693288
794.0158691,0.001452428522
793.0095215,0.002375360811
792.0026855,0.00163024792
790.9956055,0.002257340122
789.9880371,0.00271622627
789.0148926,0.001345460187
788.0064697,0.001994817052
786.9977417,0.002299079672
785.9886475,0.001757818856
785.013855,0.001592625747
784.0039063,0.002031459706
782.9935913,0.001414354192
781.9829102,0.00143713085
781.0066528,0.0009870915674
779.9951782,0.001559085445
778.9832153,0.00183348509
778.0058594,0.001236675074
776.9931641,0.0009939410957
776.0150757,0.001480531879
775.0015869,0.001658206922
773.987793,0.001560696168
773.0085449,0.001319936127
771.9938965,0.001723174239
771.013916,0.001577998628
769.9984741,0.001928924932
768.9827881,0.001476817532
768.0015869,0.001590417349
766.9850464,0.001170430798
766.0032959,0.001409082324
764.9859619,0.0006929244846
764.0033569,0.001429131604
762.9852905,0.001786201843
762.0020142,0.00140627753
760.9831543,0.001261259662
759.9991455,0.001324350131
759.0147095,0.001471882453
757.994812,0.00152089796
757.0096436,0.001421210472
755.9889526,0.001175128738
755.0030518,0.0009148411336
754.0168457,0.001334035187
752.9949951,0.0009020785219
752.0080566,0.001309809973
750.9854736,0.001177386963
749.9978027,0.001281042583
749.0097046,0.001051465515
747.986084,0.001464999514
746.9972534,0.001060080598
746.0082397,0.0008227100479
744.9833984,0.001121221343
743.9935913,0.001136196428
743.003418,0.001182552311
742.0129395,0.0009481760208
740.9866333,0.001223643427
739.9954224,0.001443649875
739.0037842,0.0009991301922
738.0119019,0.001058964757
736.9841919,0.001412484329
735.9914551,0.001076299231
734.9985352,0.0009004443418
734.005188,0.001448194962
733.0115356,0.001141127665
732.0174561,0.001491025672
730.9875488,0.001704176771
729.9928589,0.001586909872
728.9976807,0.001229588175
728.0023193,0.001921410672
727.0065308,0.002049925504
726.010437,0.001668808865
725.0139771,0.001954172971
724.0171509,0.001926428871
722.984436,0.001647085417
721.9869385,0.002309697447
720.9890747,0.001922164694
719.9909058,0.001575842267
718.9923096,0.002595040249
717.9935913,0.002330126707
716.9943848,0.002623556182
715.994812,0.002257106127
714.9949341,0.002400686732
713.994751,0.002746756189
712.9941406,0.001874455833
711.9932861,0.002372367773
710.9921265,0.002452905057
709.9904785,0.002500573406
708.9885864,0.002438977826
707.9863892,0.002680958249
706.9838257,0.002375360811
706.0167236,0.002829786157
705.0135498,0.002602071268
704.0099487,0.002800292568
703.0061035,0.002528588288
702.0018311,0.002571499674
700.9973755,0.002512393519
699.9924927,0.002100410638
698.9872437,0.002400296275
698.0175781,0.002516116714
697.0117798,0.002271313686
696.0056152,0.00249580876
694.9990845,0.002899150597
693.9921875,0.003037000308
692.9850464,0.002164767822
692.0135498,0.002604389098
691.0057373,0.002492059721
689.9975586,0.002934879391
688.9891357,0.001720835222
688.0162964,0.002484665951
687.0072021,0.003086218843
685.9978027,0.002604102483
684.9880371,0.002672571456
684.0139771,0.003089764388
683.0036621,0.002262830734
681.9929199,0.002988829976
681.0179443,0.002598868217
680.0065918,0.002895059297
678.9949951,0.003010177519
677.9829712,0.002303321613
677.0068359,0.003026755759
675.9942017,0.002585118636
675.0174561,0.002802585252
674.0042725,0.003135468811
672.9906006,0.002867437433
672.0130005,0.002449885244
670.9987793,0.00296769198
669.984314,0.003569992958
669.0056763,0.002315162448
667.9906006,0.00236742245
667.0114136,0.003071228508
665.9956665,0.002901808592
665.0159302,0.002687730361
663.9995728,0.003275323659
662.9829102,0.002536477754
662.0021362,0.002800214337
660.9849243,0.002941968152
660.0036621,0.003113072366
658.9857788,0.003345489735
658.0039063,0.003151999786
656.9853516,0.002960733138
656.0029297,0.003009969136
654.9838257,0.002973895287
654.0007935,0.003117400222
653.0174561,0.002879241714
651.9974365,0.003120424692
651.0135498,0.003444237169
649.992981,0.00307044643
649.0084229,0.003346767975
